,WaterState.OFF,WaterState.DRIP,WaterState.FULL
48,0.0008884061,-0.028501827,0.004306777
49,0.0008911209,-0.027908476,0.0030406471
50,0.0010108424,-0.027270868,0.0023337973
51,0.0010587474,-0.026948178,0.0023137266
52,0.0010374697,-0.026919806,0.0022520432
53,0.0011569916,-0.026329761,0.0034304631
54,0.0013635183,-0.025695374,0.002878726
55,0.0015521132,-0.025567744,0.0023573055
56,0.001653094,-0.02506538,0.0028217572
57,0.0016703398,-0.024372708,0.0027106423
58,0.0015401142,-0.024058873,0.002229992
59,0.0014381317,-0.023484392,0.0022820076
60,0.0012188689,-0.02268558,0.0030287164
61,0.0012175529,-0.022259988,0.0033124737
62,0.0013884084,-0.021919986,0.0050117443
63,0.0012601054,-0.021579279,0.005814241
64,0.0011403256,-0.021369154,0.004672573
65,0.0011147192,-0.021031126,0.004559282
66,0.0010880152,-0.020621598,0.0046967985
67,0.0010133603,-0.020143015,0.004333454
68,0.00091314263,-0.01972678,0.0055925967
69,0.0006955736,-0.019662067,0.0062512467
70,0.00037531616,-0.01936006,0.0053029894
71,0.00017206822,-0.01878951,0.0050874217
72,0.00010239038,-0.01864308,0.0046792817
73,-5.7972225e-06,-0.018434504,0.0034718348
74,-5.436931e-05,-0.017988255,0.0028447402
75,3.184167e-05,-0.017893434,0.0033336044
76,0.000119327946,-0.017755998,0.004835698
77,0.000132269,-0.017578451,0.0074347737
78,5.641997e-05,-0.017752564,0.0065146857
79,9.371773e-05,-0.017821519,0.0061856033
80,0.00014342413,-0.017948333,0.007430376
81,7.609791e-05,-0.018300248,0.006657775
82,-6.5416534e-05,-0.018432973,0.008021364
83,-0.00023266267,-0.018628886,0.008243726
84,-0.00033909015,-0.018999401,0.007113924
85,-0.00039733248,-0.019185673,0.0061420538
86,-0.00045587047,-0.01943287,0.0074439095
87,-0.00033801803,-0.019811751,0.009154151
88,-6.9370544e-05,-0.019888015,0.0077960067
89,6.501989e-05,-0.019986736,0.0081665795
90,0.00016521147,-0.020208359,0.008092225
91,0.00017000394,-0.020057946,0.0077352044
92,0.0002105687,-0.020206522,0.009035429
93,0.00032455192,-0.0208144,0.008010347
94,0.00032068693,-0.021082332,0.0061189723
95,0.0003922826,-0.021330647,0.0054421676
96,0.00047745812,-0.021684173,0.0056910133
97,0.00038193818,-0.021725606,0.0066063283
98,0.00017104333,-0.021860756,0.006972773
99,-5.2106257e-06,-0.0220335,0.007762702
100,-9.657497e-05,-0.022159657,0.007958908
101,3.863841e-05,-0.022727715,0.007969059
102,0.00021986601,-0.023143727,0.007877504
103,0.00032526423,-0.023112634,0.006544714
104,0.00046369334,-0.023180151,0.0065803886
105,0.0005024827,-0.023431987,0.007356907
106,0.0003776079,-0.023890218,0.007996937
107,0.00022450059,-0.024636367,0.008916289
108,0.00028799011,-0.02503651,0.009846729
109,0.00023863329,-0.02504409,0.00884012
110,8.610989e-05,-0.025445344,0.007262501
111,8.6896325e-05,-0.025624698,0.0073958393
112,3.46861e-05,-0.02550903,0.007077585
113,3.099376e-05,-0.025758531,0.0069077276
114,0.00015108674,-0.025917154,0.0068486305
115,0.00024334916,-0.025729118,0.0053699366
116,0.00025602093,-0.025500303,0.0041027805
117,0.0003722258,-0.025344042,0.0036175612
118,0.00043331608,-0.025333436,0.0026281504
119,0.00039834224,-0.025429826,0.0024108787
120,0.00041733295,-0.025396205,0.0036327813
121,0.00046014815,-0.02549027,0.004128825
122,0.0005894149,-0.025388591,0.003279782
123,0.00075283373,-0.025171118,0.003362817
124,0.00097640516,-0.02536354,0.0028994062
125,0.0011415053,-0.025341807,0.0019258283
126,0.0012801073,-0.024935782,0.0025865969
127,0.0013918842,-0.0246785,0.0032841796
128,0.0014083851,-0.024593947,0.003223705
129,0.0014678581,-0.024280736,0.0031061783
130,0.0017062774,-0.024009904,0.0041695135
131,0.0020432938,-0.023684245,0.003456982
132,0.0021845996,-0.023219869,0.0034729668
133,0.0022935474,-0.022886466,0.0035174887
134,0.0024050751,-0.022465149,0.00048434813
135,0.0025562055,-0.022140851,0.00011200988
136,0.0025714256,-0.021926498,0.00054088695
137,0.0024033412,-0.021517899,0.0010251192
138,0.0024990402,-0.021030553,0.0014956255
139,0.002501137,-0.020849578,-0.00026001837
140,0.0023444796,-0.02042398,-0.0023528328
141,0.0023374984,-0.01982388,-0.0028357562
142,0.0023776486,-0.019687846,-0.00095664785
143,0.0023634748,-0.019530093,0.00039454104
144,0.0024127641,-0.019278852,-4.5584075e-06
145,0.0026544249,-0.0191555,-0.0006019209
146,0.0027772563,-0.019094586,-0.0016319661
147,0.0027449534,-0.01893883,-0.0025817053
148,0.0028012816,-0.018757729,-0.0026722956
149,0.0027265698,-0.018342301,-0.0034080385
150,0.0025148874,-0.017886823,-0.0037579488
151,0.0024621421,-0.017634537,-0.0018554985
152,0.002467315,-0.017035222,-0.0009941384
153,0.002384072,-0.01648571,-0.0019045409
154,0.002224478,-0.015991142,-0.0015120879
155,0.002138961,-0.015266133,-0.0030286633
156,0.002124058,-0.01487222,-0.0041760523
157,0.0021121819,-0.014612853,-0.0022874607
158,0.0021704421,-0.014035916,-0.0025769933
159,0.00213893,-0.013729593,-0.0032836867
160,0.0020130747,-0.013885645,-0.0037323846
161,0.0020210175,-0.013614609,-0.0055380547
162,0.0022398934,-0.0131767625,-0.0057534114
163,0.0023637428,-0.013108102,-0.004254878
164,0.0022117107,-0.012975648,-0.004823382
165,0.0019694448,-0.012833025,-0.004914437
166,0.0018442844,-0.012605921,-0.0035124954
167,0.0018373785,-0.012300446,-0.0042725825
168,0.0018787101,-0.012251232,-0.004961895
169,0.0019699044,-0.012109469,-0.0050720708
170,0.0019359763,-0.01174243,-0.005980129
171,0.001936425,-0.011665269,-0.006066085
172,0.0019010504,-0.011735146,-0.004472265
173,0.0016845933,-0.011585466,-0.004277431
174,0.0013983619,-0.011693613,-0.005221741
175,0.0009894496,-0.011720707,-0.004468428
176,0.0007211858,-0.011378036,-0.004667546
177,0.00050320406,-0.011284052,-0.0056415983
178,0.000301482,-0.011255157,-0.0038891716
179,0.0002201816,-0.0110988235,-0.0033227871
180,9.560308e-05,-0.011000505,-0.0029160173
181,2.2551756e-05,-0.010796922,-0.001875726
182,-1.8007166e-05,-0.010661131,-0.0037215303
183,-5.9727616e-05,-0.01081374,-0.0031057245
184,-0.00020474446,-0.010666632,-0.003310336
185,-0.00055383163,-0.010488974,-0.004277089
186,-0.00083233346,-0.010457272,-0.003990428
187,-0.00094618654,-0.010112531,-0.004171533
188,-0.0010934257,-0.010026386,-0.0037762402
189,-0.001294985,-0.010174478,-0.005692988
190,-0.0014412067,-0.010080855,-0.0041118246
191,-0.0014976903,-0.010046191,-0.0024839924
192,-0.0016547125,-0.010080852,-0.0033965986
193,-0.0019759063,-0.009832331,-0.0023214552
194,-0.0022794732,-0.009748964,-0.0033374566
195,-0.0025225987,-0.009828677,-0.0041101184
196,-0.002691644,-0.009704479,-0.0037523587
197,-0.0028454615,-0.009781231,-0.002696214
198,-0.0030904622,-0.00974092,-0.0014336335
199,-0.0033962585,-0.009513238,-0.00072380307
200,-0.0036581268,-0.0095509505,2.0095746e-05
201,-0.0038514128,-0.009165496,-0.0032867284
202,-0.003912211,-0.008528797,-0.0047358107
203,-0.003883561,-0.008413883,-0.0022593848
204,-0.0038609393,-0.007949432,-0.0020528638
205,-0.0038226994,-0.007297832,0.0005999881
206,-0.0039101616,-0.007269824,0.0023909365
207,-0.0040997444,-0.007080129,-0.0002520278
208,-0.004182864,-0.006365317,-0.0005213993
209,-0.0040560383,-0.005702877,6.73616e-05
210,-0.0039525777,-0.0049646744,-6.475263e-05
211,-0.0039952854,-0.0040918468,0.00018512682
212,-0.0038841371,-0.0036409148,-0.0001478855
213,-0.0035960698,-0.0031579218,-0.00047095743
214,-0.003376541,-0.0026547753,-0.0012741146
215,-0.0032484822,-0.002329022,-0.0016700027
216,-0.0030719617,-0.001809183,-0.00261559
217,-0.0028608777,-0.0015429434,-0.0037048885
218,-0.0026671593,-0.0013021781,-0.0029397125
219,-0.0025253464,-0.00066392065,-0.001937431
220,-0.0023584547,-0.0003019128,0.00054326706
221,-0.0021497314,-0.00019821983,0.003242749
222,-0.001964758,0.0002250861,0.0050742854
223,-0.0018506204,0.00033696592,0.0063327365
224,-0.0017815598,0.00020281953,0.0073327343
225,-0.0016387576,0.00048548073,0.0068185492
226,-0.0015237515,0.000657406,0.0050824545
227,-0.0013375428,0.0007288004,0.0063378317
228,-0.001217661,0.00090434426,0.0066054314
229,-0.0013726897,0.0010750308,0.00583906
230,-0.0013439857,0.0014816386,0.0053762025
231,-0.0010833923,0.0018213768,0.00380631
232,-0.0008908049,0.0017941827,0.0031757373
233,-0.0006607168,0.0021416699,0.003937734
234,-0.0004480234,0.0028665464,0.005322015
235,-0.0002925958,0.00299316,0.0055132303
236,-0.0002456323,0.0030148493,0.0059719733
237,-0.00033442726,0.0031871828,0.006713376
238,-0.00017889412,0.0030031793,0.0049708425
239,-5.165284e-05,0.0030503524,0.0029435994
240,-0.00012241081,0.003282986,0.003565614
241,-0.00010530768,0.0033619616,0.0046572415
242,-0.00013878754,0.0035633296,0.0060805087
243,-0.0002103596,0.003713593,0.007560143
244,-0.00024376626,0.0036981907,0.00736172
245,-0.00033929606,0.0039997576,0.0062691295
246,-0.0004297924,0.0043128384,0.0050282683
247,-0.00048740488,0.0044077914,0.0060318313
248,-0.0005867835,0.0049156807,0.0076037287
249,-0.0006441588,0.0053096996,0.007880987
250,-0.00074951677,0.0055110515,0.007857462
251,-0.0008659036,0.0059025344,0.0059587345
252,-0.00093345775,0.0059525897,0.004622223
253,-0.0009987418,0.0057404875,0.005924274
254,-0.0011177437,0.005928878,0.005444523
255,-0.0012728461,0.006133942,0.00450882
256,-0.0014535153,0.005984017,0.005259726
257,-0.0017697846,0.006226385,0.004794984
258,-0.0019351189,0.006461442,0.004642124
259,-0.0020116314,0.0065101874,0.004687375
260,-0.0022004135,0.0067633907,0.0034932
261,-0.0025338896,0.00683794,0.0035161986
262,-0.0027374062,0.0069736918,0.004167794
263,-0.002757847,0.007187208,0.0040087793
264,-0.0029052044,0.007029714,0.0036422417
265,-0.0030097298,0.007122635,0.0032638325
266,-0.0031551542,0.0077229203,0.0044008573
267,-0.0031911498,0.007893991,0.004574083
268,-0.0031446791,0.007983227,0.0044464637
269,-0.0032620612,0.008310414,0.0061286446
270,-0.0033279988,0.0082046,0.004698559
271,-0.0032922868,0.008199981,0.003252103
272,-0.0030949758,0.008576228,0.0056821173
273,-0.002792854,0.0083735185,0.0066100955
274,-0.0025994817,0.007897523,0.0057109264
275,-0.0024178594,0.007778409,0.006374503
276,-0.0023088132,0.0074455775,0.006090565
277,-0.0021599561,0.007091797,0.0057348646
278,-0.0019017983,0.006923212,0.0061133257
279,-0.0017926532,0.0066480404,0.0057184636
280,-0.001620075,0.006516466,0.0049190917
281,-0.0015659684,0.006472961,0.0039229523
282,-0.0014250954,0.006270596,0.004863292
283,-0.0011357662,0.0064707613,0.004842372
284,-0.0009946988,0.0068168794,0.0040359264
285,-0.00091820955,0.0066433917,0.0050105783
286,-0.0010264595,0.006747947,0.0041450756
287,-0.001077106,0.00702341,0.003943363
288,-0.00096478674,0.0069561503,0.0060144737
289,-0.00076855987,0.0069435653,0.004918429
290,-0.0007890298,0.0070151766,0.003814856
291,-0.00066092197,0.0070516295,0.0045897914
292,-0.0003769784,0.007153317,0.0051161903
293,-0.0005141701,0.0073820236,0.005944102
294,-0.00080926047,0.0076418947,0.0063682958
295,-0.00084662216,0.007928806,0.007025322
296,-0.0006649618,0.007955259,0.005547028
297,-0.00063146296,0.0077946596,0.005022878
298,-0.0004890315,0.0077803154,0.0050361617
299,-0.00042333594,0.007511575,0.002429472
300,-0.00039869884,0.007203705,0.0011806961
301,-0.00033375903,0.007339413,0.00089269754
302,-0.00029690267,0.0074890945,0.000600813
303,-0.0001934801,0.007463109,0.001310971
304,-0.00022599174,0.0076543395,0.0024574827
305,-0.00032775273,0.007935188,0.0009160416
306,-0.0004693861,0.008141879,-0.00089927
307,-0.00036358632,0.008555952,-0.00086104585
308,-0.00037043725,0.008834061,-0.0011146717
309,-0.00054556015,0.009101041,-0.0014246361
310,-0.00067494635,0.009779018,-3.9429655e-05
311,-0.0006801342,0.01024959,0.001724875
312,-0.0007450762,0.010435074,0.0015871761
313,-0.0009839066,0.010573705,0.0017450892
314,-0.000849276,0.0105247805,0.0027159103
315,-0.0008542124,0.010686611,0.0019435671
316,-0.0010045671,0.011058924,0.0012886263
317,-0.00095188257,0.0111743035,0.0035527493
318,-0.0010116043,0.011516,0.0028229493
319,-0.0012823005,0.012068735,0.002426454
320,-0.00146713,0.012153461,0.0033044773
321,-0.001615657,0.012326348,0.00015101305
322,-0.001799678,0.012911432,-0.0012298631
323,-0.0018694731,0.013195551,-0.0009270475
324,-0.0019342188,0.013440922,-0.0010018859
325,-0.0019950613,0.014029824,-0.00084412924
326,-0.0020834692,0.014189397,-0.0012681326
327,-0.0020801052,0.014075656,-0.0038596718
328,-0.002186081,0.014135286,-0.005243253
329,-0.0022967765,0.0140964035,-0.004654191
330,-0.0024016534,0.014158755,-0.005089914
331,-0.0023695661,0.01422935,-0.004956492
332,-0.0021359154,0.014181501,-0.0054609
333,-0.0021876034,0.014333425,-0.006637457
334,-0.0022528036,0.014347584,-0.006892811
335,-0.0023191532,0.014179636,-0.0059506325
336,-0.0024039443,0.014218201,-0.0040875725
337,-0.0023224412,0.013956578,-0.00287844
338,-0.002239233,0.013426653,-0.003270599
339,-0.0023893118,0.0131984055,-0.0024141332
340,-0.0025450988,0.013023451,-0.0024373452
341,-0.0025522548,0.012607974,-0.0033518036
342,-0.0025436217,0.012142971,-0.0021341662
343,-0.0026478905,0.01169296,-0.0022673258
344,-0.0027531998,0.011193068,-0.002957001
345,-0.0026381651,0.010813761,-0.0022091353
346,-0.002577936,0.010476748,-0.0023670213
347,-0.0024703054,0.010279163,-0.0049014622
348,-0.0023874936,0.010143184,-0.0054170755
349,-0.0025203489,0.009699935,-0.0061361957
350,-0.0027457757,0.009498199,-0.0068708886
351,-0.0028118778,0.009677348,-0.0049181627
352,-0.0026944408,0.009448222,-0.005517915
353,-0.0025098538,0.009209015,-0.005063766
354,-0.0023618941,0.0094140805,-0.0038883297
355,-0.002333965,0.009198655,-0.0041102855
356,-0.002180541,0.008856063,-0.0047135423
357,-0.0021053702,0.008900434,-0.006028201
358,-0.0021037224,0.0086429175,-0.005305905
359,-0.002175812,0.008340351,-0.0060554016
360,-0.0022227063,0.008327205,-0.0077284593
361,-0.0021103537,0.008154261,-0.00750205
362,-0.0020758947,0.008078802,-0.007173358
363,-0.0020636532,0.008176133,-0.0062534343
364,-0.0020723676,0.008015722,-0.0058648507
365,-0.0020784852,0.008056305,-0.0044823945
366,-0.0020848596,0.008070544,-0.0045003886
367,-0.0020804529,0.007592047,-0.005301647
368,-0.0020342164,0.0076677036,-0.0026591877
369,-0.0019450516,0.007902005,-0.0021701825
370,-0.0018716191,0.007649516,-0.0021404729
371,-0.0016513049,0.007653818,-0.0023138362
372,-0.0013408796,0.0076908288,-0.0039252667
373,-0.0011913767,0.007685288,-0.0024506142
374,-0.0008819381,0.00799031,-0.0020255148
375,-0.00049077615,0.008464476,-0.0038344834
376,-0.00035148812,0.008660934,-0.004138201
377,-0.0002947119,0.008763865,-0.0042163124
378,-0.0002517356,0.009168939,-0.0039992398
379,-0.00013409529,0.009644896,-0.0036379285
380,5.2587497e-05,0.010114679,-0.0023420507
381,0.00016474703,0.010351855,-0.00046385956
382,0.00032587978,0.010818376,0.0005718785
383,0.0002712661,0.011591667,0.0032727842
384,0.0002349047,0.011813452,0.0037579518
385,0.00038287314,0.011989889,0.0041683065
386,0.0005109991,0.012718822,0.004350188
387,0.00073060207,0.013347402,0.0019931789
388,0.0007906014,0.013808145,0.0018684716
389,0.0007789936,0.014690092,0.001961145
390,0.00077664794,0.015581304,0.0025264109
391,0.0007447659,0.016210012,0.0014012163
392,0.00069832144,0.017022591,-0.00023532538
393,0.0006323163,0.018031063,0.00050135556
394,0.00050749123,0.018966982,0.0025022908
395,0.000495028,0.019820336,0.003503541
396,0.0005576597,0.020512432,0.0035746808
397,0.00038837496,0.021023959,0.0065877223
398,0.000207397,0.021555714,0.008001979
399,3.7563183e-05,0.02178239,0.008414807
400,-6.534583e-05,0.02182789,0.010091641
401,-0.00016948841,0.022130929,0.008621105
402,-0.00027801382,0.022357043,0.005532883
403,-0.0002693395,0.022587301,0.0045109354
404,-0.00022738255,0.023098841,0.0027963808
405,-3.6073314e-05,0.023381758,0.0012967575
406,0.00036654167,0.023402536,0.0022304796
407,0.0006627172,0.023744438,0.002371246
408,0.0006074325,0.023943774,0.002430292
409,0.00052951445,0.023950852,0.0052124383
410,0.0006564406,0.024531279,0.0077975923
411,0.0009040512,0.02494588,0.007434692
412,0.00096605584,0.025081584,0.0066981395
413,0.0009746229,0.025427505,0.006516502
414,0.0010689402,0.02531933,0.00895468
415,0.0010230015,0.025345456,0.010187735
416,0.00094586407,0.025661288,0.010261895
417,0.00082173385,0.025459288,0.009083206
418,0.00053528027,0.025684636,0.004889465
419,0.00015754443,0.026018295,0.0042369827
420,-7.680439e-05,0.02529939,0.002047782
421,-2.5019413e-05,0.024943024,0.0013429164
422,0.00013694233,0.024974387,0.002372985
423,0.00012292503,0.024338275,0.0012135729
424,-3.344072e-05,0.024111671,0.0034334022
425,-0.00018328665,0.023991402,0.005645885
426,-0.00041540767,0.023334404,0.006105673
427,-0.0007600177,0.023199692,0.0041130213
428,-0.0009879805,0.023215782,0.0030162632
429,-0.001314063,0.022864388,0.0046684765
430,-0.0018111757,0.022891236,0.0049764914
431,-0.0020630495,0.022735951,0.0040603993
432,-0.0022110273,0.022302348,0.002410153
433,-0.0024654104,0.022377348,-0.00017331445
434,-0.0027341924,0.02186037,-0.0009470005
435,-0.0027745534,0.020912249,0.0015206326
436,-0.0029149114,0.020589745,0.001587587
437,-0.0033448746,0.019960376,6.5707274e-05
438,-0.0037593062,0.019185636,0.00072491827
439,-0.004101479,0.018778205,0.0009922661
440,-0.0042619985,0.018296605,0.0020203153
441,-0.00434176,0.017817445,0.004377872
442,-0.0045362543,0.0172693,0.003626044
443,-0.004977698,0.016828945,0.0012460938
444,-0.005540385,0.016594572,0.0012148482
445,-0.0058108005,0.01619882,0.0017015714
446,-0.005276901,0.015708163,0.001815574
447,-0.004235398,0.015348069,0.0019447505
448,-0.003533218,0.014847951,-0.00041254293
449,-0.0034380052,0.014215586,-0.002195566
450,-0.0035230622,0.013985333,0.00035371896
451,-0.0033624999,0.013963606,0.0010691397
452,-0.003219027,0.0136903385,0.0003836559
453,-0.0032504173,0.013376693,0.00036562636
454,-0.0035970195,0.013426823,-0.0010726652
455,-0.003822774,0.013279267,-0.0020032173
456,-0.0034607702,0.012998309,-0.0017394979
457,-0.0029823903,0.013021038,-0.0015818161
458,-0.0027671556,0.012719495,-0.0028773353
459,-0.002918345,0.012393559,-0.0012422949
460,-0.0030442988,0.0124157425,0.00021660958
461,-0.0027373086,0.012422955,0.0006503667
462,-0.002217545,0.01211771,0.002411286
463,-0.0019398845,0.011684129,0.00029862902
464,-0.0020296944,0.011648899,-0.00044894745
465,-0.0022158094,0.011895687,0.0010416881
466,-0.002215862,0.011713061,0.0011632618
467,-0.002091065,0.011344356,-0.0004437696
468,-0.0020528464,0.011482516,-0.0027443713
469,-0.0021199835,0.011640467,-0.004253486
470,-0.0023594256,0.011646725,-0.006365898
471,-0.002555796,0.011873672,-0.0060979268
472,-0.00251109,0.012041755,-0.003591599
473,-0.0026561646,0.011841771,-0.004485136
474,-0.00307091,0.011913051,-0.005827727
475,-0.003546634,0.011956484,-0.004289556
476,-0.0037913756,0.011385914,-0.0051803146
477,-0.0037479366,0.011127026,-0.005533391
478,-0.003943142,0.0113302665,-0.0039764964
479,-0.0043335217,0.011348413,-0.0033495075
480,-0.0046897978,0.011261484,-0.001975559
481,-0.0048838696,0.011498225,-0.00078196387
482,-0.005124594,0.011595195,-0.0028341103
483,-0.0055483957,0.011547627,-0.0062158736
484,-0.0059875916,0.011616618,-0.007157927
485,-0.0065269093,0.011565427,-0.007295164
486,-0.00675933,0.011871673,-0.004929272
487,-0.0066362894,0.0123696225,-0.0015495362
488,-0.006363115,0.012434126,0.0001829805
489,-0.0060973307,0.01276215,-0.0015369873
490,-0.0060974555,0.0133821,-0.0044962144
491,-0.0061943615,0.013143008,-0.006156403
492,-0.0061512655,0.013096164,-0.008142127
493,-0.006023111,0.0136434715,-0.0065798233
494,-0.006132191,0.013715316,-0.0052734353
495,-0.0063675875,0.013717501,-0.006735694
496,-0.006478289,0.013737757,-0.008517393
497,-0.0063711856,0.013613144,-0.010858473
498,-0.0060825036,0.013785386,-0.014050929
499,-0.005937478,0.014199786,-0.013946791
500,-0.006057192,0.014267495,-0.011587666
501,-0.0062622456,0.014322879,-0.012780413
502,-0.0062651583,0.014412106,-0.011267064
503,-0.006083721,0.014488838,-0.0077362345
504,-0.005931412,0.014920427,-0.007895414
505,-0.0057924986,0.01507972,-0.008770582
506,-0.0058021895,0.015101543,-0.007830253
507,-0.005957777,0.015425273,-0.007041029
508,-0.005876643,0.015513302,-0.0065828413
509,-0.00570529,0.015403787,-0.0030307015
510,-0.005783486,0.015618349,-0.00066757435
511,-0.005845724,0.015891219,-0.003898822
512,0.0018251035,0.013524384,-0.0011005154
513,0.010181106,0.013924254,0.0005485038
514,0.018811954,0.013915878,0.0006688839
515,0.018531194,0.014248875,0.0033950082
516,0.014634401,0.014477076,0.0023296424
517,0.009099071,0.014456952,-0.0011305532
518,0.007985776,0.014800486,0.00056061795
519,0.0062611317,0.015187825,-0.0013995616
520,0.0052676466,0.015387631,0.0026296582
521,0.005667808,0.015737033,0.004941696
522,0.0053386767,0.016045341,0.0021042111
523,0.0054210518,0.016132329,0.00069646933
524,0.008683865,0.016510045,-0.0020690153
525,0.01586892,0.016710376,-0.002945544
526,0.017692998,0.016498301,-0.0017245198
527,0.013429124,0.016671672,0.0031030807
528,0.0103960745,0.016729089,0.0037453047
529,0.013848557,0.016366415,0.0019279917
530,0.0150824385,0.016445465,0.0023105966
531,0.014213686,0.016594794,-0.0010845999
532,0.01852796,0.016215438,0.0008829283
533,0.023097837,0.01623065,0.0040073087
534,0.020376489,0.016372854,0.0026548298
535,0.019387873,0.016204065,0.0018117066
536,0.02331962,0.016238209,-0.0011847566
537,0.022075338,0.016063321,0.0006823013
538,0.021308698,0.015908785,0.0005270532
539,0.021603819,0.015888311,-0.0024070449
540,0.0235806,0.015614452,-0.0034693438
541,0.023078952,0.015377875,-0.0057718484
542,0.021312686,0.015252588,-0.0056973035
543,0.022497334,0.015045136,-0.010253058
544,0.02063885,0.014725825,-0.012972065
545,0.021473147,0.014614333,-0.011368347
546,0.02337075,0.014530329,-0.0094113685
547,0.02328484,0.01410718,-0.0054563032
548,0.02344459,0.01388544,0.0034260857
549,0.020581793,0.013906002,0.006106019
550,0.01740948,0.013639127,0.0032852425
551,0.019372625,0.013273703,0.0069425893
552,0.024018733,0.013082058,0.001971538
553,0.027218608,0.012889367,0.0017235308
554,0.027808957,0.0127270045,0.0031199807
555,0.028055182,0.012679887,0.0014894952
556,0.0308019,0.012672371,0.0045877253
557,0.032224808,0.012855938,0.004366259
558,0.027440425,0.012841094,0.00283964
559,0.024136323,0.012611426,-0.0044088936
560,0.02407313,0.012618931,-0.00761324
561,0.023498032,0.012436003,-0.009569743
562,0.023055742,0.012057791,-0.006390225
563,0.020879045,0.011899907,0.0059811
564,0.021720551,0.011832233,0.011180646
565,0.022782765,0.0115059335,0.008330441
566,0.02111799,0.011105246,0.0028387052
567,0.017673835,0.01084125,-0.001913061
568,0.016259836,0.010331839,-0.0042994227
569,0.017858377,0.009622524,-8.693117e-05
570,0.020394463,0.009230912,0.0038059272
571,0.021726603,0.009138695,-0.0017829329
572,0.018920464,0.008856409,-0.008239243
573,0.016939895,0.008337919,-0.008528213
574,0.0141858,0.0079077445,-0.010287853
575,0.016793786,0.007648119,-0.007783462
576,0.021547679,0.00728939,-0.0037458069
577,0.025011,0.0069596325,-0.0004494851
578,0.02517683,0.006947391,0.0018058743
579,0.020778427,0.006930972,0.0011265076
580,0.022042623,0.006703808,0.0040040147
581,0.02105638,0.0066746147,-0.0010190692
582,0.018477786,0.006801323,0.00073244656
583,0.015559028,0.0064884364,0.0036465786
584,0.013101351,0.0063358108,0.0011145845
585,0.013773943,0.00649101,0.0066067777
586,0.015464967,0.006251598,0.0044712503
587,0.015317169,0.005957002,-0.002731443
588,0.013550517,0.0058533754,-0.0048644515
589,0.017014248,0.00580283,-0.0030586538
590,0.018907752,0.005708659,-0.0010797487
591,0.017790904,0.005620123,0.0027773697
592,0.016013851,0.0054243887,0.0015796944
593,0.014440595,0.0051219757,-0.0070687383
594,0.015269831,0.0048165284,-0.010146214
595,0.014827721,0.0044238837,-0.0061532864
596,0.014394778,0.004233233,-0.0033009415
597,0.017078321,0.004170905,0.00038691872
598,0.0149005,0.003965487,0.0013366102
599,0.010270129,0.0037924882,-0.0063556074
600,0.011504779,0.003983121,-0.008456618
601,0.010963235,0.0039207293,-0.00835805
602,0.009336754,0.0034060157,-0.0086380085
603,0.0088100275,0.0033729465,-0.008411491
604,0.005870975,0.0034046748,-0.009660132
605,0.002322312,0.0031160885,-0.011627496
606,0.002104884,0.0029087428,-0.013914532
